Id,InitScript,TargetScript,UseScript,BackIcon,Icon,Tag,Effects,Action
Id,卡牌初始化脚本（使用前执行）,卡牌出现时执行（设定目标）,卡牌使用后执行,行动底面,行动图标,唯一特性,特效,动作
enemycard_mirror_calibration,"CS.SunExp.Dll.Scripting.BossScripts.InitCard(self, ""mirror_calibration"");","CS.SunExp.Dll.Scripting.BossScripts.Target(self, ""All"");","CS.SunExp.Dll.Scripting.BossScripts.UseCard(self, ""mirror_calibration"");",Icon/ActionIcon/强化底,Icon/ActionIcon/给予异常,,,
enemycard_orbit_refraction,"CS.SunExp.Dll.Scripting.BossScripts.InitCard(self, ""orbit_refraction"");","CS.SunExp.Dll.Scripting.BossScripts.Target(self, ""Target"");","CS.SunExp.Dll.Scripting.BossScripts.UseCard(self, ""orbit_refraction"");",Icon/ActionIcon/攻击底,Icon/ActionIcon/攻击,,折射,Attack
enemycard_last_day_morning_prayer,"CS.SunExp.Dll.Scripting.BossScripts.InitCard(self, ""last_day_morning_prayer"");","CS.SunExp.Dll.Scripting.BossScripts.Target(self, ""All"");","CS.SunExp.Dll.Scripting.BossScripts.UseCard(self, ""last_day_morning_prayer"");",Icon/ActionIcon/核心底,Icon/ActionIcon/给予异常,,,
enemycard_last_day_noon_burn,"CS.SunExp.Dll.Scripting.BossScripts.InitCard(self, ""last_day_noon_burn"");","CS.SunExp.Dll.Scripting.BossScripts.Target(self, ""Target"");","CS.SunExp.Dll.Scripting.BossScripts.UseCard(self, ""last_day_noon_burn"");",Icon/ActionIcon/攻击底,Icon/ActionIcon/攻击,,断脊,Attack
enemycard_saint_purification,"CS.SunExp.Dll.Scripting.BossScripts.InitCard(self, ""saint_purification"");","CS.SunExp.Dll.Scripting.BossScripts.Target(self, ""Target"");","CS.SunExp.Dll.Scripting.BossScripts.UseCard(self, ""saint_purification"");",Icon/ActionIcon/核心底,Icon/ActionIcon/给予异常,,,
enemycard_saint_return_to_court,"CS.SunExp.Dll.Scripting.BossScripts.InitCard(self, ""saint_return_to_court"");","CS.SunExp.Dll.Scripting.BossScripts.Target(self, ""Target"");","CS.SunExp.Dll.Scripting.BossScripts.UseCard(self, ""saint_return_to_court"");",Icon/ActionIcon/攻击底,Icon/ActionIcon/攻击,,断脊,Attack
enemycard_saint_white_edict,"CS.SunExp.Dll.Scripting.BossScripts.InitCard(self, ""saint_white_edict"");","CS.SunExp.Dll.Scripting.BossScripts.Target(self, ""Target"");","CS.SunExp.Dll.Scripting.BossScripts.UseCard(self, ""saint_white_edict"");",Icon/ActionIcon/核心底,Icon/ActionIcon/给予异常,,,
enemycard_heart_change_strike,"CS.SunExp.Dll.Scripting.HeartChangeScripts.InitAction(self, ""heart_change_strike"");","CS.SunExp.Dll.Scripting.HeartChangeScripts.Target(self, ""heart_change_strike"");","CS.SunExp.Dll.Scripting.HeartChangeScripts.UseAction(self, ""heart_change_strike"");",Icon/ActionIcon/攻击底,Icon/ActionIcon/攻击,,逆心,Attack
enemycard_projection_staff_tap,"CS.SunExp.Dll.Scripting.ProjectionScripts.InitAction(self, ""staff_tap"");","CS.SunExp.Dll.Scripting.ProjectionScripts.Target(self, ""staff_tap"");","CS.SunExp.Dll.Scripting.ProjectionScripts.UseAction(self, ""staff_tap"");",Icon/ActionIcon/攻击底,Icon/ActionIcon/攻击,,敲击,Attack
enemycard_projection_shield_blessing,"CS.SunExp.Dll.Scripting.ProjectionScripts.InitAction(self, ""shield_blessing"");","CS.SunExp.Dll.Scripting.ProjectionScripts.Target(self, ""shield_blessing"");","CS.SunExp.Dll.Scripting.ProjectionScripts.UseAction(self, ""shield_blessing"");",Icon/ActionIcon/强化底,Icon/ActionIcon/给予异常,,,
enemycard_projection_wait,"CS.SunExp.Dll.Scripting.ProjectionScripts.InitAction(self, ""system.wait"");","CS.SunExp.Dll.Scripting.ProjectionScripts.Target(self, ""system.wait"");","CS.SunExp.Dll.Scripting.ProjectionScripts.UseAction(self, ""system.wait"");",Icon/ActionIcon/强化底,Icon/ActionIcon/防御,,,
enemycard_projection_staff_combo,"CS.SunExp.Dll.Scripting.ProjectionScripts.InitAction(self, ""staff_combo"");","CS.SunExp.Dll.Scripting.ProjectionScripts.Target(self, ""staff_combo"");","CS.SunExp.Dll.Scripting.ProjectionScripts.UseAction(self, ""staff_combo"");",Icon/ActionIcon/攻击底,Icon/ActionIcon/攻击,,敲击,Attack
enemycard_projection_magic_interference,"CS.SunExp.Dll.Scripting.ProjectionScripts.InitAction(self, ""magic_interference"");","CS.SunExp.Dll.Scripting.ProjectionScripts.Target(self, ""magic_interference"");","CS.SunExp.Dll.Scripting.ProjectionScripts.UseAction(self, ""magic_interference"");",Icon/ActionIcon/强化底,Icon/ActionIcon/给予异常,,,
enemycard_projection_you_are_enhanced,"CS.SunExp.Dll.Scripting.ProjectionScripts.InitAction(self, ""you_are_enhanced"");","CS.SunExp.Dll.Scripting.ProjectionScripts.Target(self, ""you_are_enhanced"");","CS.SunExp.Dll.Scripting.ProjectionScripts.UseAction(self, ""you_are_enhanced"");",Icon/ActionIcon/强化底,Icon/ActionIcon/给予异常,,,
enemycard_projection_charge,"CS.SunExp.Dll.Scripting.ProjectionScripts.InitAction(self, ""charge"");","CS.SunExp.Dll.Scripting.ProjectionScripts.Target(self, ""charge"");","CS.SunExp.Dll.Scripting.ProjectionScripts.UseAction(self, ""charge"");",Icon/ActionIcon/强化底,Icon/ActionIcon/给予异常,,,
enemycard_projection_holy_heal,"CS.SunExp.Dll.Scripting.ProjectionScripts.InitAction(self, ""holy_heal"");","CS.SunExp.Dll.Scripting.ProjectionScripts.Target(self, ""holy_heal"");","CS.SunExp.Dll.Scripting.ProjectionScripts.UseAction(self, ""holy_heal"");",Icon/ActionIcon/强化底,Icon/ActionIcon/治疗,,,
enemycard_abyss_life_theft,"CS.SunExp.Dll.Scripting.BossScripts.InitCard(self, ""abyss_life_theft_intent"");","CS.SunExp.Dll.Scripting.BossScripts.Target(self, ""Target"");","CS.SunExp.Dll.Scripting.BossScripts.UseCard(self, ""abyss_life_theft_intent"");",Icon/ActionIcon/核心底,Icon/ActionIcon/塞卡1,,,Skill
enemycard_abyss_deficit,"CS.SunExp.Dll.Scripting.BossScripts.InitCard(self, ""abyss_deficit_intent"");","CS.SunExp.Dll.Scripting.BossScripts.Target(self, ""Target"");","CS.SunExp.Dll.Scripting.BossScripts.UseCard(self, ""abyss_deficit_intent"");",Icon/ActionIcon/核心底,Icon/ActionIcon/塞卡1,,,Skill
